filename,width,height,class,xmin,ymin,xmax,ymax
1.jpg,960,720,add,391,253,443,280
1.jpg,960,720,add,444,253,494,280
1.jpg,960,720,add,496,253,548,278
1.jpg,960,720,add,548,252,600,277
1.jpg,960,720,come_time,297,277,344,303
1.jpg,960,720,come_time,195,280,225,304
1.jpg,960,720,come_time,348,277,373,305
1.jpg,960,720,come_time,455,279,497,306
1.jpg,960,720,come_time,253,278,299,305
1.jpg,960,720,come_time,164,279,193,303
1.jpg,960,720,come_time,226,280,251,304
1.jpg,960,720,come_time,376,278,428,306
1.jpg,960,720,come_time,428,279,454,305
1.jpg,960,720,come_time,500,279,542,306
1.jpg,960,720,out_time,194,308,225,333
1.jpg,960,720,out_time,224,308,255,333
1.jpg,960,720,out_time,257,308,298,334
1.jpg,960,720,out_time,302,307,351,334
1.jpg,960,720,out_time,352,308,381,334
1.jpg,960,720,out_time,382,307,430,334
1.jpg,960,720,out_time,429,308,457,334
1.jpg,960,720,out_time,457,308,500,334
1.jpg,960,720,out_time,502,307,545,333
1.jpg,960,720,diagnostic,151,333,182,356
1.jpg,960,720,diagnostic,240,335,284,360
1.jpg,960,720,diagnostic,285,335,319,360
1.jpg,960,720,birth,646,164,701,195
1.jpg,960,720,solution,267,382,298,409
1.jpg,960,720,solution,299,383,352,409
1.jpg,960,720,solution,352,384,396,409
1.jpg,960,720,solution,398,383,449,408
1.jpg,960,720,solution,450,384,497,409
1.jpg,960,720,solution,498,385,543,409
1.jpg,960,720,solution,543,386,573,409
1.jpg,960,720,solution,574,385,614,410
1.jpg,960,720,solution,615,386,657,410
1.jpg,960,720,solution,658,387,689,410
1.jpg,960,720,solution,690,387,721,410
1.jpg,960,720,note,180,409,221,432
1.jpg,960,720,note,220,409,244,432
1.jpg,960,720,note,245,408,288,433
1.jpg,960,720,note,287,407,320,433
1.jpg,960,720,note,321,407,377,435
7.jpg,960,720,name,267,153,343,187
7.jpg,960,720,nation,226,189,280,217
7.jpg,960,720,birth,641,157,693,188
7.jpg,960,720,sex,818,158,864,190
7.jpg,960,720,id,293,221,533,256
7.jpg,960,720,add,119,251,225,279
7.jpg,960,720,come_time,159,280,202,310
7.jpg,960,720,out_time,161,314,193,341
7.jpg,960,720,diagnostic,120,343,141,372
7.jpg,960,720,solution,221,410,260,438
7.jpg,960,720,note,103,441,141,469
7.jpg,960,720,job,658,192,715,226
7.jpg,960,720,name,342,155,379,190
7.jpg,960,720,name,379,155,450,187
7.jpg,960,720,name,449,156,503,187
7.jpg,960,720,job,717,193,760,225
7.jpg,960,720,add,225,251,287,282
7.jpg,960,720,add,288,251,365,279
7.jpg,960,720,add,365,253,451,282
7.jpg,960,720,add,451,256,502,285
7.jpg,960,720,add,503,257,560,283
7.jpg,960,720,add,557,256,619,285
7.jpg,960,720,add,621,254,683,283
7.jpg,960,720,add,683,253,737,283
7.jpg,960,720,add,735,254,774,285
7.jpg,960,720,add,772,252,811,283
7.jpg,960,720,add,810,255,864,284
7.jpg,960,720,come_time,221,282,264,312
7.jpg,960,720,come_time,290,285,333,315
7.jpg,960,720,come_time,353,285,404,314
7.jpg,960,720,come_time,459,290,510,319
7.jpg,960,720,come_time,539,288,575,315
7.jpg,960,720,come_time,594,289,652,318
7.jpg,960,720,come_time,681,287,718,317
7.jpg,960,720,come_time,738,288,787,315
7.jpg,960,720,come_time,808,288,857,315
7.jpg,960,720,out_time,220,316,258,343
7.jpg,960,720,out_time,285,315,318,341
7.jpg,960,720,out_time,348,318,400,345
7.jpg,960,720,out_time,454,320,503,346
7.jpg,960,720,out_time,535,319,567,346
7.jpg,960,720,out_time,588,320,646,346
7.jpg,960,720,out_time,676,319,711,348
7.jpg,960,720,out_time,735,320,780,348
7.jpg,960,720,out_time,801,319,857,348
7.jpg,960,720,diagnostic,141,343,167,374
7.jpg,960,720,diagnostic,167,345,203,373
7.jpg,960,720,diagnostic,205,347,231,373
7.jpg,960,720,diagnostic,232,347,273,376
7.jpg,960,720,diagnostic,277,345,379,375
7.jpg,960,720,diagnostic,383,348,441,378
7.jpg,960,720,diagnostic,443,350,501,380
7.jpg,960,720,diagnostic,504,350,600,380
7.jpg,960,720,solution,262,409,301,437
7.jpg,960,720,note,143,441,191,471
7.jpg,960,720,note,192,442,227,474
7.jpg,960,720,note,226,440,255,474
7.jpg,960,720,note,258,441,312,471
7.jpg,960,720,note,315,446,435,474
5.jpg,960,720,name,220,145,268,174
5.jpg,960,720,birth,668,154,699,180
5.jpg,960,720,sex,778,152,827,181
5.jpg,960,720,nation,142,172,189,198
5.jpg,960,720,id,306,200,344,229
5.jpg,960,720,add,136,244,201,272
5.jpg,960,720,come_time,179,287,202,315
5.jpg,960,720,out_time,168,316,193,340
5.jpg,960,720,diagnostic,172,369,195,400
5.jpg,960,720,solution,240,429,280,460
5.jpg,960,720,note,144,460,180,487
5.jpg,960,720,job,655,180,697,205
5.jpg,960,720,name,268,147,323,173
5.jpg,960,720,name,323,147,371,175
5.jpg,960,720,job,697,181,720,205
5.jpg,960,720,job,718,180,751,204
5.jpg,960,720,job,752,182,776,204
5.jpg,960,720,job,775,180,814,204
5.jpg,960,720,id,351,202,381,229
5.jpg,960,720,id,381,201,421,229
5.jpg,960,720,id,423,202,462,229
5.jpg,960,720,id,457,203,498,229
5.jpg,960,720,id,498,204,554,231
5.jpg,960,720,add,200,244,238,272
5.jpg,960,720,add,237,245,275,273
5.jpg,960,720,add,275,245,324,274
5.jpg,960,720,add,324,243,360,274
5.jpg,960,720,add,360,245,396,276
5.jpg,960,720,add,397,244,425,276
5.jpg,960,720,add,423,246,463,275
5.jpg,960,720,add,462,248,497,276
5.jpg,960,720,add,497,249,543,277
5.jpg,960,720,come_time,204,288,230,318
5.jpg,960,720,come_time,230,285,256,315
5.jpg,960,720,come_time,256,287,294,316
5.jpg,960,720,come_time,296,290,338,316
5.jpg,960,720,come_time,334,290,363,318
5.jpg,960,720,come_time,361,290,408,317
5.jpg,960,720,come_time,408,291,433,319
5.jpg,960,720,come_time,430,290,467,319
5.jpg,960,720,come_time,465,290,510,317
5.jpg,960,720,out_time,194,317,223,339
5.jpg,960,720,out_time,222,317,243,340
5.jpg,960,720,out_time,241,315,281,342
5.jpg,960,720,out_time,283,316,323,343
5.jpg,960,720,out_time,322,315,345,343
5.jpg,960,720,out_time,348,317,393,345
5.jpg,960,720,out_time,393,316,416,346
5.jpg,960,720,out_time,416,317,450,345
5.jpg,960,720,out_time,451,317,497,345
5.jpg,960,720,diagnostic,192,367,215,398
5.jpg,960,720,diagnostic,213,368,263,397
5.jpg,960,720,diagnostic,263,368,305,399
5.jpg,960,720,diagnostic,306,368,341,399
5.jpg,960,720,diagnostic,341,367,393,400
5.jpg,960,720,diagnostic,394,370,414,399
5.jpg,960,720,diagnostic,416,369,430,400
5.jpg,960,720,diagnostic,431,370,462,400
5.jpg,960,720,diagnostic,463,369,485,401
5.jpg,960,720,diagnostic,485,369,533,402
5.jpg,960,720,diagnostic,533,370,571,400
5.jpg,960,720,diagnostic,572,371,626,400
5.jpg,960,720,diagnostic,627,373,671,400
5.jpg,960,720,diagnostic,672,374,723,400
5.jpg,960,720,solution,281,430,305,459
5.jpg,960,720,solution,304,432,349,461
5.jpg,960,720,solution,351,432,399,462
5.jpg,960,720,solution,400,432,438,462
5.jpg,960,720,solution,440,433,478,463
5.jpg,960,720,solution,480,431,518,461
5.jpg,960,720,note,180,461,216,488
5.jpg,960,720,note,217,462,253,489
5.jpg,960,720,note,252,461,302,489
5.jpg,960,720,note,302,461,342,491
5.jpg,960,720,note,340,462,368,489
2.jpg,960,720,name,184,208,211,235
2.jpg,960,720,birth,579,206,668,231
2.jpg,960,720,sex,894,203,943,229
2.jpg,960,720,nation,97,237,154,262
2.jpg,960,720,job,394,241,429,265
2.jpg,960,720,id,272,272,422,296
2.jpg,960,720,add,94,297,128,321
2.jpg,960,720,come_time,155,330,185,354
2.jpg,960,720,out_time,151,358,186,385
2.jpg,960,720,diagnostic,138,390,188,416
2.jpg,960,720,solution,230,421,274,449
2.jpg,960,720,note,232,453,265,478
2.jpg,960,720,name,212,207,280,235
2.jpg,960,720,name,280,207,348,235
2.jpg,960,720,birth,671,206,738,232
2.jpg,960,720,birth,738,205,788,234
2.jpg,960,720,job,428,242,463,266
2.jpg,960,720,job,462,242,497,266
2.jpg,960,720,job,498,241,513,266
2.jpg,960,720,job,514,239,554,266
2.jpg,960,720,job,555,238,582,265
2.jpg,960,720,job,581,238,614,264
2.jpg,960,720,job,616,237,649,263
2.jpg,960,720,job,651,237,676,262
2.jpg,960,720,job,675,236,712,265
2.jpg,960,720,add,130,299,164,323
2.jpg,960,720,add,164,299,214,324
2.jpg,960,720,add,215,300,265,325
2.jpg,960,720,add,265,300,305,326
2.jpg,960,720,add,306,300,346,326
2.jpg,960,720,add,346,300,385,326
2.jpg,960,720,add,386,299,425,325
2.jpg,960,720,come_time,186,330,219,355
2.jpg,960,720,come_time,217,329,248,355
2.jpg,960,720,come_time,249,330,293,356
2.jpg,960,720,come_time,293,330,337,356
2.jpg,960,720,come_time,337,329,368,355
2.jpg,960,720,come_time,368,331,420,357
2.jpg,960,720,come_time,420,329,461,355
2.jpg,960,720,come_time,461,329,502,355
2.jpg,960,720,come_time,521,327,571,353
2.jpg,960,720,out_time,186,358,218,384
2.jpg,960,720,out_time,218,358,250,384
2.jpg,960,720,out_time,250,360,292,386
2.jpg,960,720,out_time,292,360,334,386
2.jpg,960,720,out_time,336,360,369,388
2.jpg,960,720,out_time,369,360,418,388
2.jpg,960,720,out_time,420,360,464,388
2.jpg,960,720,out_time,464,359,508,387
2.jpg,960,720,out_time,520,356,564,384
2.jpg,960,720,diagnostic,184,390,218,416
2.jpg,960,720,diagnostic,220,390,244,416
2.jpg,960,720,diagnostic,243,391,274,416
2.jpg,960,720,diagnostic,276,392,309,417
2.jpg,960,720,diagnostic,310,392,358,417
2.jpg,960,720,diagnostic,355,392,398,417
2.jpg,960,720,diagnostic,399,390,434,418
2.jpg,960,720,diagnostic,434,389,472,418
2.jpg,960,720,diagnostic,472,386,515,418
2.jpg,960,720,diagnostic,515,385,563,415
2.jpg,960,720,diagnostic,597,385,640,417
2.jpg,960,720,diagnostic,562,385,599,417
2.jpg,960,720,solution,274,421,315,447
2.jpg,960,720,solution,317,419,352,446
2.jpg,960,720,note,262,452,326,478
2.jpg,960,720,note,323,452,379,478
2.jpg,960,720,note,377,452,424,479
5.jpg,960,720,name,220,145,268,174
5.jpg,960,720,birth,668,154,699,180
5.jpg,960,720,sex,778,152,827,181
5.jpg,960,720,nation,142,172,189,198
5.jpg,960,720,id,306,200,344,229
5.jpg,960,720,add,136,244,201,272
5.jpg,960,720,come_time,179,287,202,315
5.jpg,960,720,out_time,168,316,193,340
5.jpg,960,720,diagnostic,172,369,195,400
5.jpg,960,720,solution,240,429,280,460
5.jpg,960,720,note,144,460,180,487
5.jpg,960,720,job,655,180,697,205
5.jpg,960,720,name,268,147,323,173
5.jpg,960,720,name,323,147,371,175
5.jpg,960,720,job,697,181,720,205
5.jpg,960,720,job,718,180,751,204
5.jpg,960,720,job,752,182,776,204
5.jpg,960,720,job,775,180,814,204
5.jpg,960,720,id,351,202,381,229
5.jpg,960,720,id,381,201,421,229
5.jpg,960,720,id,423,202,462,229
5.jpg,960,720,id,457,203,498,229
5.jpg,960,720,id,498,204,554,231
5.jpg,960,720,add,200,244,238,272
5.jpg,960,720,add,237,245,275,273
5.jpg,960,720,add,275,245,324,274
5.jpg,960,720,add,324,243,360,274
5.jpg,960,720,add,360,245,396,276
5.jpg,960,720,add,397,244,425,276
5.jpg,960,720,add,423,246,463,275
5.jpg,960,720,add,462,248,497,276
5.jpg,960,720,add,497,249,543,277
5.jpg,960,720,come_time,204,288,230,318
5.jpg,960,720,come_time,230,285,256,315
5.jpg,960,720,come_time,256,287,294,316
5.jpg,960,720,come_time,296,290,338,316
5.jpg,960,720,come_time,334,290,363,318
5.jpg,960,720,come_time,361,290,408,317
5.jpg,960,720,come_time,408,291,433,319
5.jpg,960,720,come_time,430,290,467,319
5.jpg,960,720,come_time,465,290,510,317
5.jpg,960,720,out_time,194,317,223,339
5.jpg,960,720,out_time,222,317,243,340
5.jpg,960,720,out_time,241,315,281,342
5.jpg,960,720,out_time,283,316,323,343
5.jpg,960,720,out_time,322,315,345,343
5.jpg,960,720,out_time,348,317,393,345
5.jpg,960,720,out_time,393,316,416,346
5.jpg,960,720,out_time,416,317,450,345
5.jpg,960,720,out_time,451,317,497,345
5.jpg,960,720,diagnostic,192,367,215,398
5.jpg,960,720,diagnostic,213,368,263,397
5.jpg,960,720,diagnostic,263,368,305,399
5.jpg,960,720,diagnostic,306,368,341,399
5.jpg,960,720,diagnostic,341,367,393,400
5.jpg,960,720,diagnostic,394,370,414,399
5.jpg,960,720,diagnostic,416,369,430,400
5.jpg,960,720,diagnostic,431,370,462,400
5.jpg,960,720,diagnostic,463,369,485,401
5.jpg,960,720,diagnostic,485,369,533,402
5.jpg,960,720,diagnostic,533,370,571,400
5.jpg,960,720,diagnostic,572,371,626,400
5.jpg,960,720,diagnostic,627,373,671,400
5.jpg,960,720,diagnostic,672,374,723,400
5.jpg,960,720,solution,281,430,305,459
5.jpg,960,720,solution,304,432,349,461
5.jpg,960,720,solution,351,432,399,462
5.jpg,960,720,solution,400,432,438,462
5.jpg,960,720,solution,440,433,478,463
5.jpg,960,720,solution,480,431,518,461
5.jpg,960,720,note,180,461,216,488
5.jpg,960,720,note,217,462,253,489
5.jpg,960,720,note,252,461,302,489
5.jpg,960,720,note,302,461,342,491
5.jpg,960,720,note,340,462,368,489
7.jpg,960,720,name,267,153,343,187
7.jpg,960,720,nation,226,189,280,217
7.jpg,960,720,birth,641,157,693,188
7.jpg,960,720,sex,818,158,864,190
7.jpg,960,720,id,293,221,533,256
7.jpg,960,720,add,119,251,225,279
7.jpg,960,720,come_time,159,280,202,310
7.jpg,960,720,out_time,161,314,193,341
7.jpg,960,720,diagnostic,120,343,141,372
7.jpg,960,720,solution,221,410,260,438
7.jpg,960,720,note,103,441,141,469
7.jpg,960,720,job,658,192,715,226
7.jpg,960,720,name,342,155,379,190
7.jpg,960,720,name,379,155,450,187
7.jpg,960,720,name,449,156,503,187
